group_name,session,feature,scenario,step,line_number,step_duration,timestamp,step_result,step_type
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 2 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426169,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Custom ($directory) ""/""",305,0,1675400426170,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,34,1675400426170,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Custom/Data Management Utilities.feature ($new_import_file) exists,307,3,1675400426205,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,0,1675400426208,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 3 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426209,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I ""confirm a file was found and imported""",314,0,1675400426210,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify text TRUE ($file_imported) is equal to ""FALSE""",315,0,1675400426211,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""cleanup the working variables""",320,0,1675400426211,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I unassign variable ""new_import_file""",321,0,1675400426211,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory""",322,0,1675400426213,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory_token""",323,1,1675400426213,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",324,0,1675400426214,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""full_path_import_file""",325,0,1675400426214,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I ""default the Pre and Post validations settings and load utility""",232,0,1675400426215,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Given I assign value ""TRUE"" to unassigned variable ""pre_validations""",233,0,1675400426215,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I assign value ""TRUE"" to unassigned variable ""post_validations""",234,0,1675400426216,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"If I verify text TRUE ($pre_validations) is equal to ""FALSE""",235,1,1675400426216,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Else I ""import the validation utility files""",237,0,1675400426217,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Then I execute scenario ""Validation Imports""",238,498,1675400426217,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Validation Imports,"Given I assign ""Pre Validation Utilities.feature"" to variable ""import_file""",924,0,1675400426219,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Validation Imports,"Then I execute scenario ""Perform File Import""",925,114,1675400426219,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I ""adjust import_file to location relative to utilities location""",283,0,1675400426220,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I assign variable ""full_path_import_file"" by combining Utilities/-/ ($utilities_directory_location) Pre Validation Utilities.feature ($import_file)",284,0,1675400426221,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",285,0,1675400426222,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign Utilities/-/Pre Validation Utilities.feature ($full_path_import_file) to variable ""import_file""",286,0,1675400426222,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""create feature_load_path, in reverse order of directory_load_path, if it does not exists yet""",288,1,1675400426222,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify variable ""feature_load_path"" is assigned",289,0,1675400426223,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"When I ""import files""",301,21,1675400426224,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign 1 to variable ""import_loop""",302,0,1675400426249,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""FALSE"" to variable ""file_imported""",303,0,1675400426249,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 1 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426250,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Base ($directory) ""/""",305,0,1675400426251,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,27,1675400426251,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Base/Pre Validation Utilities.feature ($new_import_file) exists,307,1,1675400426280,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,Then I import scenarios from Utilities/Base/Pre Validation Utilities.feature ($new_import_file),308,3,1675400426283,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""TRUE"" to variable ""file_imported""",309,0,1675400426287,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,1,1675400426287,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 2 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426288,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Custom ($directory) ""/""",305,0,1675400426289,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,31,1675400426289,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Custom/Pre Validation Utilities.feature ($new_import_file) exists,307,2,1675400426322,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,0,1675400426325,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 3 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426326,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I ""confirm a file was found and imported""",314,0,1675400426327,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify text TRUE ($file_imported) is equal to ""FALSE""",315,0,1675400426329,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""cleanup the working variables""",320,0,1675400426330,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I unassign variable ""new_import_file""",321,0,1675400426331,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory""",322,0,1675400426331,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory_token""",323,0,1675400426332,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",324,0,1675400426332,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""full_path_import_file""",325,0,1675400426333,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Validation Imports,"Given I assign ""Post Validation Utilities.feature"" to variable ""import_file""",926,0,1675400426333,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Validation Imports,"Then I execute scenario ""Perform File Import""",927,128,1675400426333,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I ""adjust import_file to location relative to utilities location""",283,0,1675400426335,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I assign variable ""full_path_import_file"" by combining Utilities/-/ ($utilities_directory_location) Post Validation Utilities.feature ($import_file)",284,0,1675400426335,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",285,0,1675400426335,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign Utilities/-/Post Validation Utilities.feature ($full_path_import_file) to variable ""import_file""",286,1,1675400426335,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""create feature_load_path, in reverse order of directory_load_path, if it does not exists yet""",288,0,1675400426336,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify variable ""feature_load_path"" is assigned",289,0,1675400426337,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"When I ""import files""",301,0,1675400426337,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign 1 to variable ""import_loop""",302,0,1675400426338,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""FALSE"" to variable ""file_imported""",303,0,1675400426338,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 1 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426339,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Base ($directory) ""/""",305,0,1675400426339,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,32,1675400426339,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Base/Post Validation Utilities.feature ($new_import_file) exists,307,2,1675400426372,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,Then I import scenarios from Utilities/Base/Post Validation Utilities.feature ($new_import_file),308,33,1675400426375,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""TRUE"" to variable ""file_imported""",309,1,1675400426409,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,0,1675400426410,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 2 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,1,1675400426411,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Custom ($directory) ""/""",305,0,1675400426413,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,38,1675400426413,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Custom/Post Validation Utilities.feature ($new_import_file) exists,307,2,1675400426452,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,1,1675400426454,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 3 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426455,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I ""confirm a file was found and imported""",314,0,1675400426457,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify text TRUE ($file_imported) is equal to ""FALSE""",315,0,1675400426457,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""cleanup the working variables""",320,0,1675400426458,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I unassign variable ""new_import_file""",321,0,1675400426459,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory""",322,0,1675400426459,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory_token""",323,0,1675400426460,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",324,0,1675400426460,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""full_path_import_file""",325,1,1675400426460,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Validation Imports,"Given I assign ""Integrator Utilities.feature"" to variable ""import_file""",928,0,1675400426462,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Validation Imports,"Then I execute scenario ""Perform File Import""",929,130,1675400426462,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I ""adjust import_file to location relative to utilities location""",283,0,1675400426464,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I assign variable ""full_path_import_file"" by combining Utilities/-/ ($utilities_directory_location) Integrator Utilities.feature ($import_file)",284,0,1675400426465,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",285,1,1675400426465,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign Utilities/-/Integrator Utilities.feature ($full_path_import_file) to variable ""import_file""",286,0,1675400426466,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""create feature_load_path, in reverse order of directory_load_path, if it does not exists yet""",288,1,1675400426466,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify variable ""feature_load_path"" is assigned",289,0,1675400426467,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"When I ""import files""",301,1,1675400426467,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign 1 to variable ""import_loop""",302,0,1675400426468,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""FALSE"" to variable ""file_imported""",303,0,1675400426469,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 1 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426469,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Base ($directory) ""/""",305,0,1675400426470,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,45,1675400426470,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Base/Integrator Utilities.feature ($new_import_file) exists,307,4,1675400426517,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,Then I import scenarios from Utilities/Base/Integrator Utilities.feature ($new_import_file),308,20,1675400426522,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""TRUE"" to variable ""file_imported""",309,0,1675400426543,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,0,1675400426545,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 2 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426547,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Custom ($directory) ""/""",305,0,1675400426549,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,32,1675400426550,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Custom/Integrator Utilities.feature ($new_import_file) exists,307,3,1675400426583,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,0,1675400426586,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 3 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,1,1675400426587,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I ""confirm a file was found and imported""",314,0,1675400426588,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify text TRUE ($file_imported) is equal to ""FALSE""",315,0,1675400426589,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""cleanup the working variables""",320,0,1675400426589,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I unassign variable ""new_import_file""",321,0,1675400426590,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory""",322,1,1675400426590,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory_token""",323,0,1675400426591,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",324,0,1675400426592,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""full_path_import_file""",325,0,1675400426592,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Validation Imports,"Given I assign ""XML Utilities.feature"" to variable ""import_file""",930,0,1675400426593,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Validation Imports,"Then I execute scenario ""Perform File Import""",931,122,1675400426593,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I ""adjust import_file to location relative to utilities location""",283,1,1675400426595,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I assign variable ""full_path_import_file"" by combining Utilities/-/ ($utilities_directory_location) XML Utilities.feature ($import_file)",284,0,1675400426597,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",285,1,1675400426597,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign Utilities/-/XML Utilities.feature ($full_path_import_file) to variable ""import_file""",286,0,1675400426599,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""create feature_load_path, in reverse order of directory_load_path, if it does not exists yet""",288,0,1675400426599,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify variable ""feature_load_path"" is assigned",289,0,1675400426600,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"When I ""import files""",301,0,1675400426601,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign 1 to variable ""import_loop""",302,0,1675400426601,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""FALSE"" to variable ""file_imported""",303,0,1675400426602,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 1 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,1,1675400426602,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Base ($directory) ""/""",305,1,1675400426603,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,30,1675400426604,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Base/XML Utilities.feature ($new_import_file) exists,307,5,1675400426635,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,Then I import scenarios from Utilities/Base/XML Utilities.feature ($new_import_file),308,26,1675400426640,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""TRUE"" to variable ""file_imported""",309,0,1675400426667,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,0,1675400426667,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 2 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426668,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Custom ($directory) ""/""",305,0,1675400426669,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,30,1675400426669,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Custom/XML Utilities.feature ($new_import_file) exists,307,5,1675400426700,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,0,1675400426706,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 3 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,0,1675400426707,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I ""confirm a file was found and imported""",314,0,1675400426708,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify text TRUE ($file_imported) is equal to ""FALSE""",315,0,1675400426709,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""cleanup the working variables""",320,1,1675400426710,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I unassign variable ""new_import_file""",321,0,1675400426712,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory""",322,0,1675400426713,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory_token""",323,0,1675400426714,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",324,0,1675400426714,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""full_path_import_file""",325,1,1675400426714,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I ""default the dynamic data settings and load utility""",241,0,1675400426716,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Given I assign value ""FALSE"" to unassigned variable ""dynamic_data""",242,0,1675400426716,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"If I verify text FALSE ($dynamic_data) is equal to ""TRUE"" ignoring case",243,0,1675400426717,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I ""setup all the wait time variables""",247,1,1675400426717,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Then I execute scenario ""Setup Wait Times""",248,31,1675400426718,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,"Given I ""load a CSV file containing variable / value pairs for wait times and assigns each to a cycle variable""",815,0,1675400426719,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,"Given I assign variable ""wait_times_file"" by combining Environments/ ($environments_directory_location) ""Wait Times.csv""",816,0,1675400426719,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,If I verify file Environments/Wait Times.csv ($wait_times_file) exists,817,6,1675400426720,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,While I assign values in next row from Environments/Wait Times.csv ($wait_times_file) to variables,818,1,1675400426730,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,Then I assign value 2.5 ($value) to unassigned variable screen_wait ($variable),819,0,1675400426733,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,While I assign values in next row from Environments/Wait Times.csv ($wait_times_file) to variables,818,2,1675400426733,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,Then I assign value 1 ($value) to unassigned variable wait_short ($variable),819,0,1675400426735,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,While I assign values in next row from Environments/Wait Times.csv ($wait_times_file) to variables,818,2,1675400426736,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,Then I assign value 5 ($value) to unassigned variable wait_med ($variable),819,1,1675400426738,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,While I assign values in next row from Environments/Wait Times.csv ($wait_times_file) to variables,818,2,1675400426739,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,Then I assign value 10 ($value) to unassigned variable wait_long ($variable),819,0,1675400426742,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup Wait Times,While I assign values in next row from Environments/Wait Times.csv ($wait_times_file) to variables,818,3,1675400426742,True,SCENARIO_STEP
