group_name,session,feature,scenario,step,line_number,step_duration,timestamp,step_result,step_type
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,2,1675400421357,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 501 ($value) to unassigned variable http_status_not_implemented ($variable),855,1,1675400421370,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,2,1675400421371,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 502 ($value) to unassigned variable http_status_bad_gateway ($variable),855,1,1675400421374,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,7,1675400421375,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 503 ($value) to unassigned variable http_status_service_unavailable ($variable),855,0,1675400421383,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,3,1675400421383,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 504 ($value) to unassigned variable http_status_gateway_timeout ($variable),855,1,1675400421387,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,3,1675400421388,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 505 ($value) to unassigned variable http_status_http_version_not_supported ($variable),855,0,1675400421392,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,5,1675400421393,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 506 ($value) to unassigned variable http_status_variant_also_negotiates ($variable),855,0,1675400421399,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,1,1675400421400,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 507 ($value) to unassigned variable http_status_insufficient_storage ($variable),855,1,1675400421402,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,4,1675400421404,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 508 ($value) to unassigned variable http_status_loop_detected ($variable),855,0,1675400421409,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,4,1675400421411,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 510 ($value) to unassigned variable http_status_not_extended ($variable),855,0,1675400421417,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,2,1675400421418,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 511 ($value) to unassigned variable http_status_network_authentication_required ($variable),855,1,1675400421421,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,5,1675400421422,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I ""initialize the API framework""",253,0,1675400421430,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Then I execute scenario ""Perform Load of API Field Mappings""",254,574,1675400421431,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Given I ""load API field mappings from CSV file""",579,0,1675400421433,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"If I verify variable ""api_data_directory_location"" is assigned",580,0,1675400421434,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"And I verify text Data/API/-/ ($api_data_directory_location) is not equal to """"",581,0,1675400421435,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Given I assign variable ""file"" by combining Data/API/-/ ($api_data_directory_location) ""API Field Names.csv""",582,0,1675400421436,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"When I execute scenario ""Locate File on Path""",583,121,1675400421436,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I ""search for the file in directory_load_path sequence""",614,0,1675400421438,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I assign 1 to variable ""path_loop""",615,1,1675400421438,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I assign ""FALSE"" to variable ""path_done""",616,0,1675400421439,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"While I assign 1 ($path_loop) th item from "","" delimited list Custom,Base ($directory_load_path) to variable ""directory""",617,0,1675400421441,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I verify text FALSE ($path_done) is equal to ""FALSE""",618,1,1675400421441,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I assign variable ""directory_token"" by combining ""/"" Custom ($directory) ""/""",619,0,1675400421442,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I execute Groovy ""new_file = file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",620,48,1675400421445,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,If I verify file Data/API/Custom/API Field Names.csv ($new_file) exists,621,5,1675400421495,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Else I increase variable ""path_loop""",623,1,1675400421500,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"While I assign 2 ($path_loop) th item from "","" delimited list Custom,Base ($directory_load_path) to variable ""directory""",617,0,1675400421504,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I verify text FALSE ($path_done) is equal to ""FALSE""",618,2,1675400421504,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I assign variable ""directory_token"" by combining ""/"" Base ($directory) ""/""",619,0,1675400421507,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I execute Groovy ""new_file = file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",620,37,1675400421507,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,If I verify file Data/API/Base/API Field Names.csv ($new_file) exists,621,3,1675400421546,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Then I assign ""TRUE"" to variable ""path_done""",622,0,1675400421550,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"While I assign 2 ($path_loop) th item from "","" delimited list Custom,Base ($directory_load_path) to variable ""directory""",617,0,1675400421551,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I verify text TRUE ($path_done) is equal to ""FALSE""",618,0,1675400421552,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Then I ""confirm a file was located""",627,0,1675400421553,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"If I verify text TRUE ($path_done) is equal to ""FALSE""",628,1,1675400421553,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I ""clear the working variables""",634,0,1675400421554,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I unassign variable ""file""",635,0,1675400421555,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I unassign variable ""directory""",636,1,1675400421555,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I unassign variable ""directory_token""",637,0,1675400421556,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I unassign variable ""path_loop""",638,1,1675400421556,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I unassign variable ""path_done""",639,0,1675400421557,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"If I verify variable ""new_file"" is assigned",584,0,1675400421558,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign Data/API/Base/API Field Names.csv ($new_file) to variable ""api_field_mapping_file""",588,0,1675400421558,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,5,1675400421559,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" actcod ($db_field)",591,0,1675400421566,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign activityCode ($api_field) to variable api_var_map_actcod ($api_var_map_name),592,0,1675400421567,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400421568,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" adjref1 ($db_field)",591,0,1675400421571,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign adjustmentReference1 ($api_field) to variable api_var_map_adjref1 ($api_var_map_name),592,0,1675400421572,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,1,1675400421573,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" adjref2 ($db_field)",591,1,1675400421575,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign adjustmentReference2 ($api_field) to variable api_var_map_adjref2 ($api_var_map_name),592,0,1675400421576,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,4,1675400421577,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" alt_prtnum ($db_field)",591,0,1675400421582,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign alternateItemNumber ($api_field) to variable api_var_map_alt_prtnum ($api_var_map_name),592,1,1675400421584,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400421586,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" alt_prt_typ ($db_field)",591,0,1675400421589,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign alternateItemType ($api_field) to variable api_var_map_alt_prt_typ ($api_var_map_name),592,0,1675400421590,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421591,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" asset_cat ($db_field)",591,1,1675400421595,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign handlingUnitCategory ($api_field) to variable api_var_map_asset_cat ($api_var_map_name),592,1,1675400421596,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421598,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" asset_typ ($db_field)",591,1,1675400421601,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign handlingUnitType ($api_field) to variable api_var_map_asset_typ ($api_var_map_name),592,0,1675400421602,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421603,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" bldg_id ($db_field)",591,0,1675400421607,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign buildingId ($api_field) to variable api_var_map_bldg_id ($api_var_map_name),592,1,1675400421607,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,4,1675400421609,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" carcod ($db_field)",591,0,1675400421614,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign carrier ($api_field) to variable api_var_map_carcod ($api_var_map_name),592,0,1675400421615,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400421616,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" catch_qty ($db_field)",591,0,1675400421619,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign catchQuantity ($api_field) to variable api_var_map_catch_qty ($api_var_map_name),592,0,1675400421620,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421621,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" client_id ($db_field)",591,1,1675400421624,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign clientId ($api_field) to variable api_var_map_client_id ($api_var_map_name),592,0,1675400421625,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,4,1675400421626,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" cntbat ($db_field)",591,0,1675400421631,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign countBatch ($api_field) to variable api_var_map_cntbat ($api_var_map_name),592,0,1675400421632,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400421633,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" curstoloc ($db_field)",591,0,1675400421636,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign currentLocation ($api_field) to variable api_var_map_curstoloc ($api_var_map_name),592,0,1675400421637,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400421637,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" devcls ($db_field)",591,1,1675400421640,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign deviceClass ($api_field) to variable api_var_map_devcls ($api_var_map_name),592,1,1675400421641,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,5,1675400421642,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" devcod ($db_field)",591,0,1675400421649,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign deviceCode ($api_field) to variable api_var_map_devcod ($api_var_map_name),592,0,1675400421650,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421651,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" dstloc ($db_field)",591,0,1675400421655,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign destinationLocationNumber ($api_field) to variable api_var_map_dstloc ($api_var_map_name),592,1,1675400421656,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421657,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" dstlod ($db_field)",591,0,1675400421662,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign destinationLoadNumber ($api_field) to variable api_var_map_dstlod ($api_var_map_name),592,1,1675400421663,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400421664,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" dst_id ($db_field)",591,1,1675400421667,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign destinationIdentifier ($api_field) to variable api_var_map_dst_id ($api_var_map_name),592,1,1675400421668,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421669,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" dtlnum ($db_field)",591,1,1675400421672,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign detailNumber ($api_field) to variable api_var_map_dtlnum ($api_var_map_name),592,1,1675400421673,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400421674,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" expire_dte ($db_field)",591,1,1675400421679,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign expirationDate ($api_field) to variable api_var_map_expire_dte ($api_var_map_name),592,0,1675400421681,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,4,1675400421681,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" ftpcod ($db_field)",591,0,1675400421686,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign footprintCode ($api_field) to variable api_var_map_ftpcod ($api_var_map_name),592,0,1675400421686,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400421687,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" hmewrkare ($db_field)",591,0,1675400421691,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign homeWorkArea ($api_field) to variable api_var_map_hmewrkare ($api_var_map_name),592,0,1675400421691,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421692,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" invnum ($db_field)",591,0,1675400421696,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign plannedInboundOrderNumber ($api_field) to variable api_var_map_invnum ($api_var_map_name),592,0,1675400421697,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421698,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" invsts ($db_field)",591,0,1675400421702,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign inventoryStatus ($api_field) to variable api_var_map_invsts ($api_var_map_name),592,1,1675400421702,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400421703,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" invtid ($db_field)",591,1,1675400421706,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign inventoryId ($api_field) to variable api_var_map_invtid ($api_var_map_name),592,1,1675400421707,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421708,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" invtyp ($db_field)",591,2,1675400421711,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign orderType ($api_field) to variable api_var_map_invtyp ($api_var_map_name),592,1,1675400421713,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400421715,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" lblfmt ($db_field)",591,0,1675400421718,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign labelFormat ($api_field) to variable api_var_map_lblfmt ($api_var_map_name),592,0,1675400421718,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,1,1675400421719,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" lbl_prtadr ($db_field)",591,0,1675400421722,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign labelPrinterAddress ($api_field) to variable api_var_map_lbl_prtadr ($api_var_map_name),592,0,1675400421723,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400421723,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" lodlvl ($db_field)",591,1,1675400421727,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign loadLevel ($api_field) to variable api_var_map_lodlvl ($api_var_map_name),592,1,1675400421729,Pass,SCENARIO_STEP
